,Biological Group,Class,Common Name,Relation to Imagenet,Notes,Annotator
2038,Insecta,Microcentrum rhombifolium,,,,
2039,Insecta,Microcrambus elegans,,,,
2040,Insecta,Microstylum morosum,,,,
2041,Insecta,Microtia elva,,,,
2042,Insecta,Miomantis caffra,,,,
2043,Insecta,Monobia quadridens,,,,
2044,Insecta,Monochamus scutellatus,,,,
2045,Insecta,Murgantia histrionica,,,,
2046,Insecta,Musca domestica,,,,
2047,Insecta,Mydas clavatus,,,,
2048,Insecta,Myodocha serripes,,,,
2049,Insecta,Myscelia ethusa,,,,
2050,Insecta,Mythimna unipuncta,,,,
2051,Insecta,Nadata gibbosa,,,,
2052,Insecta,Nannothemis bella,,,,
2053,Insecta,Nathalis iole,,,,
2054,Insecta,Naupactus cervinus,,,,
2055,Insecta,Necrophila americana,,,,
2056,Insecta,Nehalennia irene,,,,
2057,Insecta,Nematocampa resistaria,,,,
2058,Insecta,Nemoria bistriaria,,,,
2059,Insecta,Neophasia menapia,,,,
2060,Insecta,Neotibicen superbus,,,,
2061,Insecta,Nephelodes minians,,,,
2062,Insecta,Nepytia canosaria,,,,
2063,Insecta,Nezara viridula,,,,
2064,Insecta,Nicrophorus orbicollis,,,,
2065,Insecta,Nicrophorus tomentosus,,,,
2066,Insecta,Noctua pronuba,,,,
2067,Insecta,Nomophila nearctica,,,,
2068,Insecta,Notarctia proxima,,,,
2069,Insecta,Nyctemera annulata,,,,
2070,Insecta,Nymphalis antiopa,,,,
2071,Insecta,Nymphalis californica,,,,
2072,Insecta,Nymphalis vaualbum,,,,
2073,Insecta,Ochlodes agricola,,,,
2074,Insecta,Ochlodes sylvanoides,,,,
2075,Insecta,Ochlodes sylvanus,,,,
2076,Insecta,Ochropleura implecta,,,,
2077,Insecta,Octogomphus specularis,,,,
2078,Insecta,Ocypus olens,,,,
2079,Insecta,Odontotaenius disjunctus,,,,
2080,Insecta,Oecophylla smaragdina,,,,
2081,Insecta,Olla v-nigrum,,,,
2082,Insecta,Oncometopia orbona,,,,
2083,Insecta,Oncopeltus fasciatus,,,,
2084,Insecta,Oncopeltus sexmaculatus,,,,
2085,Insecta,Oreta rosea,,,,
2086,Insecta,Orgyia antiqua,,,,
2087,Insecta,Orgyia leucostigma,,,,
2088,Insecta,Orgyia postica,,,,
2089,Insecta,Orgyia vetusta,,,,
2090,Insecta,Orthemis discolor,,,,
2091,Insecta,Orthemis ferruginea,,,,
2092,Insecta,Orthetrum cancellatum,,,,
2093,Insecta,Orthetrum sabina,,,,
2094,Insecta,Orthodera novaezealandiae,,,,
2095,Insecta,Orthonama obstipata,,,,
2096,Insecta,Orthosoma brunneum,,,,
2097,Insecta,Oryctes nasicornis,,,,
2098,Insecta,Otiorhynchus sulcatus,,,,
2099,Insecta,Oxythyrea funesta,,,,
2100,Insecta,Pachydiplax longipennis,,,,
2101,Insecta,Pachysphinx modesta,,,,
2102,Insecta,Palomena prasina,,,,
2103,Insecta,Palpita magniferalis,,,,
2104,Insecta,Palpita quadristigmalis,,,,
2105,Insecta,Palthis angulalis,,,,
2106,Insecta,Palthis asopialis,,,,
2107,Insecta,Paltothemis lineatipes,,,,
2108,Insecta,Panchlora nivea,,,,
2109,Insecta,Pangrapta decoralis,,,,
2110,Insecta,Panopoda rufimargo,,,,
2111,Insecta,Panoquina ocola,,,,
2112,Insecta,Panorpa nuptialis,,,,
2113,Insecta,Pantala flavescens,,,,
2114,Insecta,Pantala hymenaea,,,,
2115,Insecta,Panthea furcilla,,,,
2116,Insecta,Pantographa limata,,,,
2117,Insecta,Paonias excaecata,,,,
2118,Insecta,Paonias myops,,,,
2119,Insecta,Papilio canadensis,,,,
2120,Insecta,Papilio demodocus,,,,
2121,Insecta,Papilio eurymedon,,,,
2122,Insecta,Papilio glaucus,,,,
2123,Insecta,Papilio machaon,,,,
2124,Insecta,Papilio multicaudata,,,,
2125,Insecta,Papilio palamedes,,,,
2126,Insecta,Papilio polytes,,,,
2127,Insecta,Papilio polyxenes,,,,
2128,Insecta,Papilio polyxenes asterius,,,,
2129,Insecta,Papilio rutulus,,,,
2130,Insecta,Papilio troilus,,,,
2131,Insecta,Papilio zelicaon,,,,
2132,Insecta,Parallelia bistriaris,,,,
2133,Insecta,Parapediasia teterrella,,,,
2134,Insecta,Pararge aegeria,,,,
2135,Insecta,Parnassius clodius,,,,
2136,Insecta,Parrhasius m-album,,,,
2137,Insecta,Pasiphila rectangulata,,,,
2138,Insecta,Patalene olyzonaria,,,,
2139,Insecta,Pedicia albivitta,,,,
2140,Insecta,Pelecinus polyturator,,,,
2141,Insecta,Pelidnota punctata,,,,
2142,Insecta,Pentatoma rufipes,,,,
2143,Insecta,Peridea angulosa,,,,
2144,Insecta,Peridea ferruginea,,,,
2145,Insecta,Periplaneta americana,,,,
2146,Insecta,Perithemis intensa,,,,
2147,Insecta,Perithemis tenera,,,,
2148,Insecta,Phaeoura quernaria,,,,
2149,Insecta,Phalaenophana pyramusalis,,,,
2150,Insecta,Phanaeus vindex,,,,
2151,Insecta,Phaneroptera nana,,,,
2152,Insecta,Phaulacridium marginale,,,,
2153,Insecta,Phigalia titea,,,,
2154,Insecta,Phloeodes diabolicus,,,,
2155,Insecta,Phlogophora meticulosa,,,,
2156,Insecta,Phlogophora periculosa,,,,
2157,Insecta,Phocides polybius,,,,
2158,Insecta,Phoebis agarithe,,,,
2159,Insecta,Phoebis philea,,,,
2160,Insecta,Phoebis sennae,,,,
2161,Insecta,Pholisora catullus,,,,
2162,Insecta,Photinus pyralis,,,,
2163,Insecta,Phragmatobia fuliginosa,,,,
2164,Insecta,Phryganidia californica,,,,
2165,Insecta,Phyciodes cocyta,,,,
2166,Insecta,Phyciodes graphica,,,,
2167,Insecta,Phyciodes mylitta,,,,
2168,Insecta,Phyciodes phaon,,,,
2169,Insecta,Phyciodes pulchella,,,,
2170,Insecta,Phyciodes tharos,,,,
2171,Insecta,Phyllodesma americana,,,,
2172,Insecta,Phyllopalpus pulchellus,,,,
2173,Insecta,Pieris brassicae,,,,
2174,Insecta,Pieris marginalis,,,,
2175,Insecta,Pieris napi,,,,
2176,Insecta,Pieris oleracea,,,,
2177,Insecta,Pieris rapae,,,,
2178,Insecta,Plagiometriona clavata,,,,
2179,Insecta,Plagodis phlogosaria,,,,
2180,Insecta,Plathemis lydia,,,,
2181,Insecta,Platycnemis pennipes,,,,
2182,Insecta,Platynota idaeusalis,,,,
2183,Insecta,Platyprepia virginalis,,,,
2184,Insecta,Plebejus acmon,,,,
2185,Insecta,Plebejus icarioides,,,,
2186,Insecta,Plebejus lupini,,,,
2187,Insecta,Plebejus melissa,,,,
2188,Insecta,Plecia nearctica,,,,
2189,Insecta,Plectrodera scalator,,,,
2190,Insecta,Pleuroprucha insulsaria,,,,
2191,Insecta,Plodia interpunctella,,,,
2192,Insecta,Plusiodonta compressipalpis,,,,
2193,Insecta,Plutella xylostella,,,,
2194,Insecta,Poanes hobomok,,,,
2195,Insecta,Poanes melane,,,,
2196,Insecta,Poanes viator,,,,
2197,Insecta,Poanes zabulon,,,,
2198,Insecta,Poecilanthrax lucifer,,,,
2199,Insecta,Poecilocapsus lineatus,,,,
2200,Insecta,Pogonomyrmex barbatus,,,,
2201,Insecta,Polistes apachus,,,,
2202,Insecta,Polistes carolina,,,,
2203,Insecta,Polistes chinensis,,,,
2204,Insecta,Polistes dominula,,,,
2205,Insecta,Polistes exclamans,,,,
2206,Insecta,Polistes fuscatus,,,,
2207,Insecta,Polistes metricus,,,,
2208,Insecta,Polites peckius,,,,
2209,Insecta,Polites sabuleti,,,,
2210,Insecta,Polites themistocles,,,,
2211,Insecta,Polites vibex,,,,
2212,Insecta,Polydrusus formosus,,,,
2213,Insecta,Polygonia c-album,,,,
2214,Insecta,Polygonia comma,,,,
2215,Insecta,Polygonia faunus,,,,
2216,Insecta,Polygonia gracilis,,,,
2217,Insecta,Polygonia interrogationis,,,,
2218,Insecta,Polygonia progne,,,,
2219,Insecta,Polygonia satyrus,,,,
2220,Insecta,Polygrammate hebraeicum,,,,
2221,Insecta,Polyommatus icarus,,,,
2222,Insecta,Polyphylla decemlineata,,,,
2223,Insecta,Pompeius verna,,,,
2224,Insecta,Ponometia erastrioides,,,,
2225,Insecta,Pontania californica,,,,
2226,Insecta,Pontia protodice,,,,
2227,Insecta,Popillia japonica,,,,
2228,Insecta,Prenolepis imparis,,,,
2229,Insecta,Prionoplus reticularis,,,,
2230,Insecta,Prionoxystus robiniae,,,,
2231,Insecta,Prionus californicus,,,,
2232,Insecta,Probole amicaria,,,,
2233,Insecta,Prochoerodes lineola,,,,
2234,Insecta,Progomphus obscurus,,,,
2235,Insecta,Prolimacodes badia,,,,
2236,Insecta,Promachus hinei,,,,
2237,Insecta,Propylea quatuordecimpunctata,,,,
2238,Insecta,Prosapia bicincta,,,,
2239,Insecta,Protoboarmia porcelaria,,,,
2240,Insecta,Protodeltote muscosula,,,,
2241,Insecta,Psamatodes abydata,,,,
2242,Insecta,Pseudeustrotia carneola,,,,
2243,Insecta,Pseudoleon superbus,,,,
2244,Insecta,Pseudomops septentrionalis,,,,
2245,Insecta,Pseudomyrmex gracilis,,,,
2246,Insecta,Pseudosphinx tetrio,,,,
2247,Insecta,Pseudothyatira cymatophoroides,,,,
2248,Insecta,Psychomorpha epimenis,,,,
2249,Insecta,Psyllobora vigintimaculata,,,,
2250,Insecta,Pterophylla camellifolia,,,,
2251,Insecta,Pyralis farinalis,,,,
2252,Insecta,Pyrausta acrionalis,,,,
2253,Insecta,Pyrausta inornatalis,,,,
2254,Insecta,Pyrausta insequalis,,,,
2255,Insecta,Pyrausta laticlavia,,,,
2256,Insecta,Pyrausta orphisalis,,,,
2257,Insecta,Pyrausta tyralis,,,,
2258,Insecta,Pyrausta volupialis,,,,
2259,Insecta,Pyrgus albescens,,,,
2260,Insecta,Pyrgus communis,,,,
2261,Insecta,Pyrgus oileus,,,,
2262,Insecta,Pyrisitia lisa,,,,
2263,Insecta,Pyrisitia proterpia,,,,
2264,Insecta,Pyromorpha dimidiata,,,,
2265,Insecta,Pyronia tithonus,,,,
2266,Insecta,Pyrrharctia isabella,,,,
2267,Insecta,Pyrrhocoris apterus,,,,
2268,Insecta,Pyrrhosoma nymphula,,,,
2269,Insecta,Rabdophaga strobiloides,,,,
2270,Insecta,Raphia frater,,,,
2271,Insecta,Rhagonycha fulva,,,,
2272,Insecta,Rhionaeschna californica,,,,
2273,Insecta,Rhionaeschna multicolor,,,,
2274,Insecta,Rivula propinqualis,,,,
2275,Insecta,Romalea microptera,,,,
2276,Insecta,Rutpela maculata,,,,
2277,Insecta,Sabulodes aegrotata,,,,
2278,Insecta,Satyrium calanus,,,,
2279,Insecta,Satyrium californica,,,,
2280,Insecta,Satyrium liparops,,,,
2281,Insecta,Satyrium saepium,,,,
2282,Insecta,Satyrium sylvinus,,,,
2283,Insecta,Satyrium titus,,,,
2284,Insecta,Scantius aegyptius,,,,
2285,Insecta,Scathophaga stercoraria,,,,
2286,Insecta,Sceliphron caementarium,,,,
2287,Insecta,Schinia arcigera,,,,
2288,Insecta,Schinia florida,,,,
2289,Insecta,Schistocerca americana,,,,
2290,Insecta,Schistocerca nitens,,,,
2291,Insecta,Schistocerca obscura,,,,
2292,Insecta,Schizura unicornis,,,,
2293,Insecta,Scolia dubia,,,,
2294,Insecta,Scoliopteryx libatrix,,,,
2295,Insecta,Scolypopa australis,,,,
2296,Insecta,Scopula limboundata,,,,
2297,Insecta,Scopula rubraria,,,,
2298,Insecta,Scudderia furcata,,,,
2299,Insecta,Simyra insularis,,,,
2300,Insecta,Siphanta acuta,,,,
2301,Insecta,Siproeta stelenes,,,,
2302,Insecta,Siproeta stelenes biplagiata,,,,
2303,Insecta,Sitochroa palealis,,,,
2304,Insecta,Smerinthus cerisyi,,,,
2305,Insecta,Solenopsis invicta,,,,
2306,Insecta,Speranza pustularia,,,,
2307,Insecta,Speyeria aphrodite,,,,
2308,Insecta,Speyeria atlantis,,,,
2309,Insecta,Speyeria cybele,,,,
2310,Insecta,Sphecius speciosus,,,,
2311,Insecta,Sphex ichneumoneus,,,,
2312,Insecta,Sphex pensylvanicus,,,,
2313,Insecta,Sphinx kalmiae,,,,
2314,Insecta,Spilosoma virginica,,,,
2315,Insecta,Spodoptera litura,,,,
2316,Insecta,Spodoptera ornithogalli,,,,
2317,Insecta,Spoladea recurvalis,,,,
2318,Insecta,Spragueia leo,,,,
2319,Insecta,Stagmomantis carolina,,,,
2320,Insecta,Stenopelmatus fuscus,,,,
2321,Insecta,Strategus aloeus,,,,
2322,Insecta,Strymon istapa,,,,
2323,Insecta,Strymon melinus,,,,
2324,Insecta,Stylurus plagiatus,,,,
2325,Insecta,Sunira bicolorago,,,,
2326,Insecta,Sympetrum ambiguum,,,,
2327,Insecta,Sympetrum corruptum,,,,
2328,Insecta,Sympetrum costiferum,,,,
2329,Insecta,Sympetrum danae,,,,
2330,Insecta,Sympetrum fonscolombii,,,,
2331,Insecta,Sympetrum illotum,,,,
2332,Insecta,Sympetrum internum,,,,
2333,Insecta,Sympetrum madidum,,,,
2334,Insecta,Sympetrum obtrusum,,,,
2335,Insecta,Sympetrum pallipes,,,,
2336,Insecta,Sympetrum sanguineum,,,,
2337,Insecta,Sympetrum semicinctum,,,,
2338,Insecta,Sympetrum striolatum,,,,
2339,Insecta,Sympetrum vicinum,,,,
2340,Insecta,Synchlora aerata,,,,
2341,Insecta,Synchlora frondaria,,,,
2342,Insecta,Syntomoides imaon,,,,
2343,Insecta,Syrbula admirabilis,,,,
2344,Insecta,Syritta pipiens,,,,
2345,Insecta,Tabanus atratus,,,,
2346,Insecta,Taeniopoda eques,,,,
2347,Insecta,Telebasis salva,,,,
2348,Insecta,Tenodera sinensis,,,,
2349,Insecta,Tetracha carolina,,,,
2350,Insecta,Tetracis cachexiata,,,,
2351,Insecta,Tetracis crocallata,,,,
2352,Insecta,Tetraopes tetrophthalmus,,,,
2353,Insecta,Tettigonia viridissima,,,,
2354,Insecta,Texola elada,,,,
2355,Insecta,Thasus gigas,,,,
2356,Insecta,Thasus neocalifornicus,,,,
2357,Insecta,Thaumetopoea pityocampa,,,,
2358,Insecta,Thorybes pylades,,,,
2359,Insecta,Thymelicus lineola,,,,
2360,Insecta,Thyris sepulchralis,,,,
2361,Insecta,Tolype velleda,,,,
2362,Insecta,Toxomerus geminatus,,,,
2363,Insecta,Toxomerus marginatus,,,,
2364,Insecta,Toxomerus politus,,,,
2365,Insecta,Trachymela sloanei,,,,
2366,Insecta,Tramea carolina,,,,
2367,Insecta,Tramea lacerata,,,,
2368,Insecta,Tramea onusta,,,,
2369,Insecta,Tremex columba,,,,
2370,Insecta,Trichodes ornatus,,,,
2371,Insecta,Trichodezia albovittata,,,,
2372,Insecta,Trichopoda pennipes,,,,
2373,Insecta,Trigonopeltastes delta,,,,
2374,Insecta,Trimerotropis pallidipennis,,,,
2375,Insecta,Trithemis annulata,,,,
2376,Insecta,Typocerus velutinus,,,,
2377,Insecta,Tyria jacobaeae,,,,
2378,Insecta,Udea rubigalis,,,,
2379,Insecta,Urbanus dorantes,,,,
2380,Insecta,Urbanus procne,,,,
2381,Insecta,Urbanus proteus,,,,
2382,Insecta,Uresiphita reversalis,,,,
2383,Insecta,Urola nivalis,,,,
2384,Insecta,Utetheisa ornatrix,,,,
2385,Insecta,Vanessa annabella,,,,
2386,Insecta,Vanessa atalanta,,,,
2387,Insecta,Vanessa cardui,,,,
2388,Insecta,Vanessa gonerilla,,,,
2389,Insecta,Vanessa gonerilla gonerilla,,,,
2390,Insecta,Vanessa itea,,,,
2391,Insecta,Vanessa kershawi,,,,
2392,Insecta,Vanessa virginiensis,,,,
2393,Insecta,Vespa crabro,,,,
2394,Insecta,Vespula germanica,,,,
2395,Insecta,Vespula pensylvanica,,,,
2396,Insecta,Vespula squamosa,,,,
2397,Insecta,Vespula vulgaris,,,,
2398,Insecta,Wallengrenia otho,,,,
2399,Insecta,Xanthocnemis zealandica,,,,
2400,Insecta,Xanthorhoe ferrugata,,,,
2401,Insecta,Xanthorhoe lacustrata,,,,
2402,Insecta,Xenox tigrinus,,,,
2403,Insecta,Xylocopa micans,,,,
2404,Insecta,Xylocopa varipuncta,,,,
2405,Insecta,Xylocopa virginica,,,,
2406,Insecta,Xylophanes tersa,,,,
2407,Insecta,Zale horrida,,,,
2408,Insecta,Zale lunata,,,,
2409,Insecta,Zanclognatha jacchusalis,,,,
2410,Insecta,Zanclognatha pedipilalis,,,,
2411,Insecta,Zelus longipes,,,,
2412,Insecta,Zelus luridus,,,,
2413,Insecta,Zelus renardii,,,,
2414,Insecta,Zerene cesonia,,,,
2415,Insecta,Zopherus nodulosus haldemani,,,,
2416,Mammalia,Acinonyx jubatus,,,,
2417,Mammalia,Aepyceros melampus,,,,
2418,Mammalia,Alces americanus,,,,
2419,Mammalia,Alouatta palliata,,,,
2420,Mammalia,Alouatta pigra,,,,
2421,Mammalia,Ammospermophilus harrisii,,,,
2422,Mammalia,Ammospermophilus leucurus,,,,
2423,Mammalia,Antilocapra americana,,,,
2424,Mammalia,Antrozous pallidus,,,,
2425,Mammalia,Arctocephalus forsteri,,,,
2426,Mammalia,Ateles geoffroyi,,,,
2427,Mammalia,Axis axis,,,,
2428,Mammalia,Bassariscus astutus,,,,
2429,Mammalia,Bison bison,,,,
2430,Mammalia,Blarina brevicauda,,,,
2431,Mammalia,Bradypus variegatus,,,,
2432,Mammalia,Callospermophilus lateralis,,,,
2433,Mammalia,Canis latrans,,,,
2434,Mammalia,Canis lupus,,,,
2435,Mammalia,Canis mesomelas,,,,
2436,Mammalia,Capra hircus,,,,
2437,Mammalia,Capreolus capreolus,,,,
2438,Mammalia,Castor canadensis,,,,
2439,Mammalia,Cebus capucinus,,,,
2440,Mammalia,Ceratotherium simum simum,,,,
2441,Mammalia,Cervus elaphus,,,,
2442,Mammalia,Cervus elaphus canadensis,,,,
2443,Mammalia,Cervus elaphus nannodes,,,,
2444,Mammalia,Cervus elaphus nelsoni,,,,
2445,Mammalia,Cervus elaphus roosevelti,,,,
2446,Mammalia,Cervus nippon,,,,
2447,Mammalia,Chlorocebus pygerythrus,,,,
2448,Mammalia,Choloepus hoffmanni,,,,
2449,Mammalia,Conepatus leuconotus,,,,
2450,Mammalia,Connochaetes taurinus,,,,
2451,Mammalia,Crocuta crocuta,,,,
2452,Mammalia,Cynomys gunnisoni,,,,
2453,Mammalia,Cynomys ludovicianus,,,,
2454,Mammalia,Dama dama,,,,
2455,Mammalia,Dasyprocta punctata,,,,
2456,Mammalia,Dasypus novemcinctus,,,,
2457,Mammalia,Delphinus delphis,,,,
2458,Mammalia,Desmodus rotundus,,,,
2459,Mammalia,Didelphis virginiana,,,,
2460,Mammalia,Eidolon helvum,,,,
2461,Mammalia,Elephas maximus,,,,
2462,Mammalia,Enhydra lutris,,,,
2463,Mammalia,Enhydra lutris nereis,,,,
2464,Mammalia,Eptesicus fuscus,,,,
2465,Mammalia,Equus asinus,,,,
2466,Mammalia,Equus caballus,,,,
2467,Mammalia,Equus quagga,,,,
2468,Mammalia,Erethizon dorsatum,,,,
2469,Mammalia,Erinaceus europaeus,,,,
2470,Mammalia,Eschrichtius robustus,,,,
2471,Mammalia,Eumetopias jubatus,,,,
2472,Mammalia,Felis catus,,,,
2473,Mammalia,Giraffa camelopardalis,,,,
2474,Mammalia,Glaucomys volans,,,,
2475,Mammalia,Halichoerus grypus,,,,
2476,Mammalia,Herpestes javanicus,,,,
2477,Mammalia,Hippopotamus amphibius,,,,
2478,Mammalia,Hydrochoerus hydrochaeris,,,,
2479,Mammalia,Ictidomys parvidens,,,,
2480,Mammalia,Ictidomys tridecemlineatus,,,,
2481,Mammalia,Kobus ellipsiprymnus,,,,
2482,Mammalia,Lasionycteris noctivagans,,,,
2483,Mammalia,Lasiurus borealis,,,,
2484,Mammalia,Lasiurus cinereus,,,,
2485,Mammalia,Lavia frons,,,,
2486,Mammalia,Leopardus pardalis,,,,
2487,Mammalia,Lepus americanus,,,,
2488,Mammalia,Lepus californicus,,,,
2489,Mammalia,Lepus europaeus,,,,
2490,Mammalia,Lontra canadensis,,,,
2491,Mammalia,Loxodonta africana,,,,
2492,Mammalia,Lycaon pictus,,,,
2493,Mammalia,Lynx rufus,,,,
2494,Mammalia,Macaca fascicularis,,,,
2495,Mammalia,Macaca mulatta,,,,
2496,Mammalia,Macropus giganteus,,,,
2497,Mammalia,Marmota caligata,,,,
2498,Mammalia,Marmota flaviventris,,,,
2499,Mammalia,Marmota marmota,,,,
2500,Mammalia,Marmota monax,,,,
2501,Mammalia,Megaptera novaeangliae,,,,
2502,Mammalia,Meles meles,,,,
2503,Mammalia,Mephitis mephitis,,,,
2504,Mammalia,Microtus californicus,,,,
2505,Mammalia,Microtus pennsylvanicus,,,,
2506,Mammalia,Mirounga angustirostris,,,,
2507,Mammalia,Mirounga leonina,,,,
2508,Mammalia,Mus musculus,,,,
2509,Mammalia,Mustela erminea,,,,
2510,Mammalia,Mustela frenata,,,,
2511,Mammalia,Mustela nivalis,,,,
2512,Mammalia,Myocastor coypus,,,,
2513,Mammalia,Nasua narica,,,,
2514,Mammalia,Neomonachus schauinslandi,,,,
2515,Mammalia,Neotoma fuscipes,,,,
2516,Mammalia,Neovison vison,,,,
2517,Mammalia,Ochotona princeps,,,,
2518,Mammalia,Odocoileus hemionus,,,,
2519,Mammalia,Odocoileus hemionus californicus,,,,
2520,Mammalia,Odocoileus hemionus columbianus,,,,
2521,Mammalia,Odocoileus hemionus hemionus,,,,
2522,Mammalia,Odocoileus virginianus,,,,
2523,Mammalia,Odocoileus virginianus clavium,,,,
2524,Mammalia,Ondatra zibethicus,,,,
2525,Mammalia,Orcinus orca,,,,
2526,Mammalia,Oreamnos americanus,,,,
2527,Mammalia,Oryctolagus cuniculus,,,,
2528,Mammalia,Oryctolagus cuniculus domesticus,,,,
2529,Mammalia,Otospermophilus beecheyi,,,,
2530,Mammalia,Otospermophilus variegatus,,,,
2531,Mammalia,Ovis aries,,,,
2532,Mammalia,Ovis canadensis,,,,
2533,Mammalia,Ovis canadensis canadensis,,,,
2534,Mammalia,Ovis canadensis nelsoni,,,,
2535,Mammalia,Panthera leo,,,,
2536,Mammalia,Panthera onca,,,,
2537,Mammalia,Panthera pardus,,,,
2538,Mammalia,Papio anubis,,,,
2539,Mammalia,Papio ursinus,,,,
2540,Mammalia,Pecari tajacu,,,,
2541,Mammalia,Peromyscus leucopus,,,,
2542,Mammalia,Peromyscus maniculatus,,,,
2543,Mammalia,Phacochoerus africanus,,,,
2544,Mammalia,Phascolarctos cinereus,,,,
2545,Mammalia,Phoca vitulina,,,,
2546,Mammalia,Phocarctos hookeri,,,,
2547,Mammalia,Phocoena phocoena,,,,
2548,Mammalia,Procavia capensis,,,,
2549,Mammalia,Procyon lotor,,,,
2550,Mammalia,Procyon lotor lotor,,,,
2551,Mammalia,Puma concolor,,,,
2552,Mammalia,Rangifer tarandus,,,,
2553,Mammalia,Rattus norvegicus,,,,
2554,Mammalia,Rattus rattus,,,,
2555,Mammalia,Rhynchonycteris naso,,,,
2556,Mammalia,Rupicapra rupicapra,,,,
2557,Mammalia,Scalopus aquaticus,,,,
2558,Mammalia,Scapanus latimanus,,,,
2559,Mammalia,Sciurus aberti,,,,
2560,Mammalia,Sciurus aureogaster,,,,
2561,Mammalia,Sciurus carolinensis,,,,
2562,Mammalia,Sciurus griseus,,,,
2563,Mammalia,Sciurus niger,,,,
2564,Mammalia,Sciurus variegatoides,,,,
2565,Mammalia,Sciurus vulgaris,,,,
2566,Mammalia,Sigmodon hispidus,,,,
2567,Mammalia,Sus scrofa,,,,
2568,Mammalia,Sylvilagus audubonii,,,,
2569,Mammalia,Sylvilagus bachmani,,,,
2570,Mammalia,Sylvilagus floridanus,,,,
2571,Mammalia,Sylvilagus palustris,,,,
2572,Mammalia,Syncerus caffer,,,,
2573,Mammalia,Tachyglossus aculeatus,,,,
2574,Mammalia,Tadarida brasiliensis,,,,
2575,Mammalia,Tamandua mexicana,,,,
2576,Mammalia,Tamias dorsalis,,,,
2577,Mammalia,Tamias merriami,,,,
2578,Mammalia,Tamias minimus,,,,
2579,Mammalia,Tamias striatus,,,,
2580,Mammalia,Tamiasciurus douglasii,,,,
2581,Mammalia,Tamiasciurus hudsonicus,,,,
2582,Mammalia,Taxidea taxus,,,,
2583,Mammalia,Thomomys bottae,,,,
2584,Mammalia,Tragelaphus scriptus,,,,
2585,Mammalia,Tragelaphus strepsiceros,,,,
2586,Mammalia,Trichechus manatus,,,,
2587,Mammalia,Trichechus manatus latirostris,,,,
2588,Mammalia,Trichosurus vulpecula,,,,
2589,Mammalia,Tursiops truncatus,,,,
2590,Mammalia,Urocitellus armatus,,,,
2591,Mammalia,Urocitellus beldingi,,,,
2592,Mammalia,Urocitellus columbianus,,,,
2593,Mammalia,Urocyon cinereoargenteus,,,,
2594,Mammalia,Ursus americanus,,,,
2595,Mammalia,Ursus americanus californiensis,,,,
2596,Mammalia,Ursus arctos,,,,
2597,Mammalia,Ursus arctos horribilis,,,,
2598,Mammalia,Vulpes vulpes,,,,
2599,Mammalia,Vulpes vulpes fulvus,,,,
2600,Mammalia,Xerospermophilus spilosoma,,,,
2601,Mammalia,Zalophus californianus,,,,
2602,Mollusca,Acanthodoris lutea,,,,
2603,Mollusca,Aeolidia papillosa,,,,
2604,Mollusca,Ambigolimax valentianus,,,,
2605,Mollusca,Anteaeolidiella oliviae,,,,
2606,Mollusca,Aplysia californica,,,,
2607,Mollusca,Aplysia vaccaria,,,,
2608,Mollusca,Ariolimax californicus,,,,
2609,Mollusca,Ariolimax columbianus,,,,
2610,Mollusca,Arion ater,,,,
2611,Mollusca,Arion rufus,,,,
2612,Mollusca,Arion subfuscus,,,,
2613,Mollusca,Belocaulus angustipes,,,,
2614,Mollusca,Bradybaena similaris,,,,
2615,Mollusca,Calliostoma ligatum,,,,
2616,Mollusca,Caracolus caracolla,,,,
2617,Mollusca,Caracolus marginella,,,,
2618,Mollusca,Cepaea hortensis,,,,
2619,Mollusca,Cepaea nemoralis,,,,
2620,Mollusca,Cerithideopsis californica,,,,
2621,Mollusca,Cipangopaludina chinensis,,,,
2622,Mollusca,Clinocardium nuttallii,,,,
2623,Mollusca,Corbicula fluminea,,,,
2624,Mollusca,Cornu aspersum,,,,
2625,Mollusca,Crassadoma gigantea,,,,
2626,Mollusca,Crassostrea virginica,,,,
2627,Mollusca,Crepidula adunca,,,,
2628,Mollusca,Crepidula fornicata,,,,
2629,Mollusca,Cryptochiton stelleri,,,,
2630,Mollusca,Deroceras reticulatum,,,,
2631,Mollusca,Diaulula sandiegensis,,,,
2632,Mollusca,Discus rotundatus,,,,
2633,Mollusca,Doriopsilla albopunctata,,,,
2634,Mollusca,Doris montereyensis,,,,
2635,Mollusca,Dreissena polymorpha,,,,
2636,Mollusca,Euglandina rosea,,,,
2637,Mollusca,Fissurella volcano,,,,
2638,Mollusca,Flabellina iodinea,,,,
2639,Mollusca,Geitodoris heathi,,,,
2640,Mollusca,Geukensia demissa,,,,
2641,Mollusca,Haliotis rufescens,,,,
2642,Mollusca,Helix pomatia,,,,
2643,Mollusca,Hermissenda crassicornis,,,,
2644,Mollusca,Hermissenda opalescens,,,,
2645,Mollusca,Ilyanassa obsoleta,,,,
2646,Mollusca,Katharina tunicata,,,,
2647,Mollusca,Kelletia kelletii,,,,
2648,Mollusca,Leukoma staminea,,,,
2649,Mollusca,Limacia cockerelli,,,,
2650,Mollusca,Limacus flavus,,,,
2651,Mollusca,Limax maximus,,,,
2652,Mollusca,Lissachatina fulica,,,,
2653,Mollusca,Littorina littorea,,,,
2654,Mollusca,Lobatus gigas,,,,
2655,Mollusca,Lottia digitalis,,,,
